Adsorbent,CO2_0.1bar,CO2_2.67bar,CH4_0.2bar,CH4_5.33bar,CO2_wc,CH4_wc,CO2_sc,CO2_3p,CH4_3p,CO2_3p_sim,CH4_3p_sim,CH4_Isotherm_1,par_1_CH4,par_2_CH4,Acc_CH4(-R2),CO2_Isotherm_1,par_1_CO2,par_2_CO2,Acc_CO2(-R2),CO2_4p,CH4_4p,CO2_4p_sim,CH4_4p_sim,CH4_Isotherm_2,par_CH4_2,Acc_CH4(-R2)_2,CO2_Isotherm_2,par_CO2_2,Acc_CO2(-R2)_2,CO2_5p,CO2_5p_sim,CO2_Isotherm_3,par_CO2_3,Acc_CO2(-R2)_3,CH4_Isotherm_3,Density,
ja205976v_si_004_clean,0.057432608,5.425656745,0.057650452,1.314390638,5.368224137,1.256740186,8.380862593,10,10,5.475074209,2.151697609,Lang,7.883577316,0.037539176,-0.999999458,Lang,15.63547094,0.054019441,-0.384419934,1.4,NaN,5.412849039,NaN,NaN,NaN,-0.999999458,Sips,[ 5.47514973 27.53981417  3.41461593],-0.999916618,NaN,NaN,NaN,NaN,-0.999916618,,1406.727613,
ja206917z_si_001_clean,0.036854708,7.720037916,0.037659787,0.6551596,7.683183208,0.617499813,23.92396658,10,10,8.319766871,0.941032236,Lang,1.874597666,0.100799865,-0.999999114,Lang,8.562051486,3.433903951,-0.891483518,1.4,NaN,7.444008161,NaN,NaN,NaN,-0.999999114,Quad,[4.06178246 0.         4.33785857],-0.995870012,NaN,NaN,NaN,NaN,-0.995870012,,1308.337103,
ja300034j_si_002_clean,0.082312624,10.00408221,0.081375411,2.001557899,9.921769586,1.920182488,10.14775462,10,10,10.77909265,3.539789863,Lang,28.81874408,0.014002992,-0.999999868,Lang,11.09210299,3.443717355,-0.893018742,1.4,NaN,9.763434673,NaN,NaN,NaN,-0.999999868,Quad,[5.2669254  0.         4.70006676],-0.99555315,NaN,NaN,NaN,NaN,-0.99555315,,713.2862567,
ja302110d_si_001_clean,0.089350472,9.412956207,0.089263096,2.162274103,9.323605735,2.073011007,8.838450909,10,10,11.46227139,3.689551179,Lang,19.03332811,0.024045911,-0.999999485,Lang,12.44956037,1.160984577,-0.98022,6,NaN,10.72751628,NaN,NaN,NaN,-0.999999485,Sips,[11.68292583  0.63273043  1.9143393 ],-0.998220752,NaN,NaN,NaN,NaN,-0.998220752,,864.6260279,
ja302340b_si_002_clean,0.151513373,5.735467313,0.147260271,2.245311614,5.58395394,2.098051343,5.186245238,10,10,6.685455323,3.179862858,Lang,6.057459735,0.110604263,-0.999945112,Lang,7.114718881,1.557439903,-0.973856187,6,NaN,6.352368937,NaN,NaN,NaN,-0.999945112,Sips,[6.82822864 1.03083051 1.65729745],-0.99918757,NaN,NaN,NaN,NaN,-0.99918757,,1034.782108,
ja302380x_si_003_clean,0.233252479,7.365503558,0.230781102,3.115954421,7.132251079,2.885173319,4.799237143,10,10,8.126400507,4.049499411,Lang,6.153675347,0.192450559,-0.999999077,Lang,8.444151308,2.557475899,-0.941722771,6,NaN,7.926746201,NaN,NaN,NaN,-0.999999077,Quad,[4.12553849 0.27999391 1.55032596],-0.999903151,NaN,NaN,NaN,NaN,-0.999903151,,1077.931643,
ja3082523_si_004_clean,0.087568048,14.85058293,0.086204777,2.038530143,14.76301488,1.952325366,14.79064885,10,10,19.36200775,3.536890254,Lang,21.95438441,0.019203972,-0.999999188,Lang,21.77112722,0.803696348,-0.988453466,15,NaN,20.7523634,NaN,NaN,NaN,-0.999999188,Quad,[10.52742822  0.01556496  0.33973252],-0.995916984,NaN,NaN,NaN,NaN,-0.995916984,,495.5091622,
ja308995t_si_002_clean,0.184878976,6.079595321,0.184745142,2.156150125,5.894716345,1.971404983,5.724750174,10,10,6.281193268,2.732931453,Lang,3.934032397,0.227628625,-0.999949306,Lang,6.357989262,8.179062785,-0.701502664,1.4,NaN,5.889216278,NaN,NaN,NaN,-0.999949306,Sips,[6.28087866 6.8964865  2.35384964],-0.999516437,NaN,NaN,NaN,NaN,-0.999516437,,1158.20321,
ja4015666_si_002_clean,0.094110834,13.81482057,0.093037228,2.271597477,13.72070974,2.178560249,12.34737772,10,10,15.71183287,3.970671467,Lang,27.1354833,0.017140962,-0.999999986,Lang,16.53912067,1.899217476,-0.955386109,6,NaN,14.9282865,NaN,NaN,NaN,-0.999999986,Quad,[7.9417913  0.         0.93433355],-0.998482198,NaN,NaN,NaN,NaN,-0.998482198,,711.5036232,
ja4015666_si_003_clean,0.094637314,13.79254583,0.094379235,2.243144345,13.69790852,2.14876511,12.48383665,10,10,15.58189303,3.980906853,Lang,34.37534727,0.013097408,-0.999997246,Lang,16.35477539,2.016101458,-0.951105618,6,NaN,14.77906046,NaN,NaN,NaN,-0.999997246,Quad,[7.87204083 0.         0.98810049],-0.998214066,NaN,NaN,NaN,NaN,-0.998214066,,718.1441264,
ja4015666_si_005_clean,0.096879987,14.81734397,0.096915416,2.313094154,14.72046398,2.216178738,13.00582525,10,10,16.58525253,4.060497045,Lang,29.46846075,0.015981209,-0.999998839,Lang,17.33883043,2.20090138,-0.9439517,6,NaN,15.99447263,NaN,NaN,NaN,-0.999998839,Quad,[8.37359548 0.         1.07143649],-0.999382382,NaN,NaN,NaN,NaN,-0.999382382,,723.4390751,
ja403810k_si_002_clean,0.061490527,14.578188,0.062230321,1.551126414,14.51669747,1.488896093,19.08170669,10,10,19.94930208,2.840693697,Lang,55.60749313,0.005383321,-0.999998477,Lang,23.04160518,0.645126195,-0.99158275,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998477,NaN,NaN,-0.99158275,NaN,NaN,NaN,NaN,-0.99158275,,396.6896973,
ja403810k_si_003_clean,0.064950549,14.64978794,0.065232842,1.689809504,14.58483739,1.624576662,17.60169343,10,10,22.54672109,3.147416747,Freu,0.323199708,0.988485203,-0.99999992,Lang,28.05545857,0.409289401,-0.995857253,NaN,NaN,NaN,NaN,NaN,NaN,-0.99999992,NaN,NaN,-0.995857253,NaN,NaN,NaN,NaN,-0.995857253,,252.7471691,
ja4050828_auto,0.091721004,18.10794457,0.092165916,2.125235568,18.01622357,2.033069652,17.29907747,10,10,21.88434998,3.696547458,Lang,23.67320469,0.018504335,-0.999996357,Lang,23.68346634,1.216382502,-0.9773868,6,NaN,20.27161904,NaN,NaN,NaN,-0.999996357,Quad,[11.12102489  0.          0.61407305],-0.996685756,NaN,NaN,NaN,NaN,-0.996685756,,488.7551598,
ja406030p_si_002_manual,0.131600657,19.6422772,0.12837436,3.515695899,19.51067654,3.387321539,11.34335166,10,10,36.40437448,6.636622091,Freu,0.648965397,1.009724612,-0.999999983,Lang,52.82464768,0.221703642,-0.998439609,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999983,NaN,NaN,-0.998439609,NaN,NaN,NaN,NaN,-0.998439609,,55.88483267,
ja406030p_si_003_clean,0.181728541,17.39889431,0.182600694,2.198101148,17.21716577,2.015500454,16.07070169,10,10,21.46604174,3.368575422,Freu,0.706371867,0.678528777,-0.99942992,Lang,23.46397757,1.07441666,-0.98281545,6,NaN,19.88714949,NaN,NaN,NaN,-0.99942992,Sips,[21.94336173  0.61282567  1.86560539],-0.997457583,NaN,NaN,NaN,NaN,-0.997457583,,649.0084546,
ja406030p_si_004_clean,0.177369987,13.09951887,0.177274117,2.454898245,12.92214888,2.277624128,10.83384735,10,10,16.10897977,3.795390125,Lang,10.07280812,0.060460741,-0.999515712,Lang,17.58016267,1.094972563,-0.983067198,6,NaN,14.82113134,NaN,NaN,NaN,-0.999515712,Sips,[16.50443179  0.66523234  1.78700083],-0.996696558,NaN,NaN,NaN,NaN,-0.996696558,,678.6480891,
ja406030p_si_005_manual,0.183156934,12.87655353,0.183854343,2.49595406,12.6933966,2.312099717,10.47427357,10,10,15.61259578,3.801709016,Lang,9.435453786,0.067581025,-0.999495706,Lang,16.92235443,1.192020864,-0.980659687,6,NaN,14.34565796,NaN,NaN,NaN,-0.999495706,Sips,[15.96409357  0.71799523  1.79143096],-0.996131317,NaN,NaN,NaN,NaN,-0.996131317,,677.7760902,
ja406030p_si_006_manual,0.178301175,14.26751431,0.179560751,2.579390631,14.08921314,2.39982988,11.2303182,10,10,17.17829996,3.949946519,Lang,10.03656143,0.064895668,-0.999643444,Lang,18.55734307,1.245639858,-0.978684602,6,NaN,15.99693346,NaN,NaN,NaN,-0.999643444,Quad,[8.76672586 0.07430396 0.65967142],-0.997496178,NaN,NaN,NaN,NaN,-0.997496178,,687.8445508,
ja406030p_si_007_manual,0.146943958,25.8621366,0.146462539,3.98159615,25.71519264,3.835133611,13.18766955,10,10,54.73884626,7.538469455,Freu,0.729151616,1.014465294,-0.999999418,Lang,92.73019657,0.144397882,-0.999073732,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999418,NaN,NaN,-0.999073732,NaN,NaN,NaN,NaN,-0.999073732,,48.66799895,
ja406030p_si_008_manual,0.181712009,15.61340498,0.186318652,2.516621919,15.43169297,2.330303267,12.59622799,10,10,17.70242189,3.85031717,Lang,9.743979586,0.065429753,-0.999465567,Lang,18.60939086,1.951842141,-0.955423674,6,NaN,16.87445581,NaN,NaN,NaN,-0.999465567,Quad,[8.94715661 0.01086792 0.97210861],-0.998759574,NaN,NaN,NaN,NaN,-0.998759574,,688.5790844,
ja406030p_si_009_manual,0.187649949,13.26958506,0.188180536,2.713795614,13.08193511,2.525615078,9.927526826,10,10,16.55254778,4.157278046,Lang,10.58039613,0.064723713,-0.999652398,Lang,18.19198994,1.00964511,-0.985375445,6,NaN,15.3476313,NaN,NaN,NaN,-0.999652398,Sips,[16.80150125  0.76067438  1.60352312],-0.998918476,NaN,NaN,NaN,NaN,-0.998918476,,708.6871596,
ja406844r_si_002_clean,0.170830351,16.61154759,0.173152404,2.789788891,16.44071724,2.616636487,12.08925719,10,10,19.58065883,4.440082715,Lang,13.6680927,0.04811528,-0.999801441,Lang,20.94427385,1.435943224,-0.972340961,6,NaN,18.38355079,NaN,NaN,NaN,-0.999801441,Sips,[19.87744217  0.7562583   1.94071729],-0.997945653,NaN,NaN,NaN,NaN,-0.997945653,,695.0952662,
ja407778a_si_003_clean,0.154985724,13.57009604,0.154711625,2.840177266,13.41511032,2.685465641,9.700594199,10,10,13.68609353,4.162157317,Lang,8.879086599,0.088238775,-0.999999936,Lang,21.28266195,0.179549485,-0.631607146,1.4,NaN,13.48181407,NaN,NaN,NaN,-0.999999936,Sips,[13.68641863 21.85006522  3.28050577],-0.999938223,NaN,NaN,NaN,NaN,-0.999938223,,864.214013,
ja408959g_si_002_clean,0.079576044,19.83412809,0.079191785,1.906147694,19.75455205,1.826955909,21.12600744,10,10,23.86764864,3.447230826,Lang,44.71242441,0.008354004,-0.999996258,Lang,25.77716,1.249947061,-0.976080024,6,NaN,22.02562212,NaN,NaN,NaN,-0.999996258,Quad,[12.12449727  0.          0.62962693],-0.996054591,NaN,NaN,NaN,NaN,-0.996054591,,440.9410004,
ja408959g_si_003_clean,0.077168404,10.12812951,0.076158973,1.712433104,10.05096111,1.636274131,12.00816078,10,10,11.83287784,2.874107547,Lang,12.73138878,0.029157206,-0.999998606,Lang,12.6057519,1.531021931,-0.968417451,6,NaN,11.16364314,NaN,NaN,NaN,-0.999998606,Quad,[5.99426725 0.         0.76324972],-0.998217747,NaN,NaN,NaN,NaN,-0.998217747,,750.2993587,
ja411887c_si_002_clean,0.109157837,14.48155058,0.109205212,2.541248889,14.37239274,2.432043677,11.56987659,10,10,16.68754102,4.333837407,Lang,22.23488624,0.024209962,-0.999999527,Lang,17.66786762,1.702200633,-0.96264103,6,NaN,15.70642193,NaN,NaN,NaN,-0.999999527,Quad,[8.4435831  0.         0.84347663],-0.997739723,NaN,NaN,NaN,NaN,-0.997739723,,619.2575257,
ja500330a_si_006_auto,0.071014246,15.22340314,0.071643264,1.715771655,15.15238889,1.644128391,18.01412294,10,10,16.38126093,2.978027624,Lang,18.57203659,0.019097257,-0.999999775,Lang,16.84802172,3.509502361,-0.88808155,1.4,NaN,14.53007798,NaN,NaN,NaN,-0.999999775,Quad,[8.00128055 0.         4.10410528],-0.996401745,NaN,NaN,NaN,NaN,-0.996401745,,793.4405397,
ja500330a_si_007_auto,0.151969486,18.81960521,0.166916712,0.837234904,18.66763572,0.670318192,45.63773118,10,10,20.400045,1.236848645,Freu,0.296686409,0.620196425,-0.99432961,Lang,21.0437662,3.169078884,-0.904874896,6,NaN,20.09545824,NaN,NaN,NaN,-0.99432961,Quad,[10.22821156 -0.12475462  1.36757701],-0.999963933,NaN,NaN,NaN,NaN,-0.999963933,,798.8981171,
ja500330a_si_009_auto,0.081341716,11.1753733,0.080991947,1.797360219,11.09403158,1.716368272,12.62373231,10,10,12.09155575,2.954465028,Lang,11.13904114,0.036097975,-0.999999684,Lang,12.4637552,3.248674382,-0.900994767,6,NaN,11.72652437,NaN,NaN,NaN,-0.999999684,Quad,[ 6.05876011 -0.14104242  1.37685426],-0.999379505,NaN,NaN,NaN,NaN,-0.999379505,,1026.547451,
ja501810r_si_002_clean,0.188091904,16.27408658,0.183515493,3.421657024,16.08599468,3.238141531,9.656528129,10,10,18.32554631,5.617401801,Lang,20.99272616,0.036535174,-0.999934723,Lang,19.20749896,2.077833197,-0.950781572,6,NaN,17.61771507,NaN,NaN,NaN,-0.999934723,Sips,[18.5048734   1.02439153  1.99894504],-0.99929543,NaN,NaN,NaN,NaN,-0.99929543,,767.4205357,
ja5063423_si_002_clean,0.084010029,11.0781185,0.083617021,2.055984767,10.99410847,1.972367746,10.9397394,10,10,12.3605173,3.538008777,Lang,19.95586784,0.021549758,-0.999999319,Lang,12.90465817,2.271567285,-0.941676522,6,NaN,11.82984683,NaN,NaN,NaN,-0.999999319,Quad,[6.23864265 0.         1.10521065],-0.998840425,NaN,NaN,NaN,NaN,-0.998840425,,995.1927279,
ja507119n_si_002_clean,0.138599744,11.75813715,0.145223338,1.322320506,11.61953741,1.177097168,18.0535516,10,10,12.09601226,2.1275538,Freu,0.37330596,0.755815626,-0.999397107,Lang,12.22396124,9.453776293,-0.636897441,1.4,NaN,11.53024348,NaN,NaN,NaN,-0.999397107,Sips,[12.09829684  7.83293225  2.82988175],-0.999411817,NaN,NaN,NaN,NaN,-0.999411817,,1428.786839,
ja507269n_si_002_clean,0.084362269,13.78198649,0.084604087,2.025492464,13.69762422,1.940888377,13.81471886,10,10,20.67748159,3.587959718,Lang,30.00513757,0.01358192,-0.999998211,Lang,25.28574573,0.448703564,-0.99543575,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998211,NaN,NaN,-0.99543575,NaN,NaN,NaN,NaN,-0.99543575,,358.7482853,
ja507269n_si_003_clean,0.098553237,14.94703541,0.098950056,2.328433995,14.84848217,2.229483939,13.03322806,10,10,20.93808796,4.174074016,Lang,43.80916589,0.010531284,-0.999994331,Lang,24.51770917,0.584925085,-0.993144389,NaN,NaN,NaN,NaN,NaN,NaN,-0.999994331,NaN,NaN,-0.993144389,NaN,NaN,NaN,NaN,-0.993144389,,339.0267098,
ja507947d_si_001_auto,0.082889882,14.71851721,0.082196304,1.888764061,14.63562733,1.806567757,15.82148385,10,10,19.89345525,3.247838012,Lang,18.16982277,0.021765457,-0.999997648,Lang,22.81546704,0.680815591,-0.991092592,NaN,NaN,NaN,NaN,NaN,NaN,-0.999997648,NaN,NaN,-0.991092592,NaN,NaN,NaN,NaN,-0.991092592,,493.1598527,
ja5103103_si_002_auto,0.056480702,21.64454863,0.055469307,1.412378964,21.58806793,1.356909657,31.11416539,10,10,26.32989944,2.569458045,Lang,39.5995469,0.006939105,-0.999999888,Lang,28.58371747,1.168230566,-0.978090615,6,NaN,24.51057262,NaN,NaN,NaN,-0.999999888,Quad,[13.38917429  0.          0.59082579],-0.997438005,NaN,NaN,NaN,NaN,-0.997438005,,502.0366145,
ja510525s_si_002_clean,0.098929875,6.94741189,0.09983501,2.223043915,6.848482015,2.123208905,6.345061975,10,10,8.922301786,3.624947503,Lang,12.93465135,0.038937343,-0.999999998,Lang,9.95289439,0.86575369,-0.988766118,15,NaN,9.604248002,NaN,NaN,NaN,-0.999999998,Sips,[9.82934958 0.46995534 1.66486078],-0.996024796,NaN,NaN,NaN,NaN,-0.996024796,,1029.268038,
ja510525s_si_003-1_clean,0.11722456,10.0974387,0.116444558,2.629322602,9.98021414,2.512878044,7.797012194,10,10,12.69508932,4.3112235,Lang,15.971846,0.036972488,-0.99999993,Lang,14.00772581,0.967144372,-0.98582472,6,NaN,11.50861648,NaN,NaN,NaN,-0.99999993,Sips,[13.03451705  0.58259637  1.80752066],-0.995017845,NaN,NaN,NaN,NaN,-0.995017845,,792.2981518,
ja5111317_ja5111317_si_002_auto,0.077197482,15.33623638,0.076686602,1.912933978,15.2590389,1.836247376,16.27719908,10,10,20.96010846,3.473014994,Lang,50.20901353,0.007430991,-0.999999179,Lang,24.19146923,0.648643071,-0.991650058,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999179,NaN,NaN,-0.991650058,NaN,NaN,NaN,NaN,-0.991650058,,420.4075047,
ja512137t_si_002_clean,0.229645443,10.10038017,0.231303951,4.134981767,9.870734727,3.903677816,4.959352573,10,10,11.80242699,5.99256785,Lang,12.29816992,0.095035704,-0.999999789,Lang,12.57426177,1.529140669,-0.973514196,6,NaN,11.0069793,NaN,NaN,NaN,-0.999999789,Sips,[12.04231163  0.97800238  1.70162896],-0.997396614,NaN,NaN,NaN,NaN,-0.997396614,,894.3255622,
ja512311a_si_003_auto,0.080945098,16.6949935,0.080385299,1.981477856,16.6140484,1.901092557,17.10637128,10,10,23.25830637,3.588064231,Lang,48.16142828,0.00804981,-0.999998566,Lang,27.14557417,0.598321274,-0.992618293,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998566,NaN,NaN,-0.992618293,NaN,NaN,NaN,NaN,-0.992618293,,491.5108717,
ja512311a_si_007_auto,0.044585583,8.728898041,0.045039657,1.191514387,8.684312458,1.14647473,14.87376765,10,10,15.03115345,2.177151362,Lang,39.11324482,0.005894535,-0.999999541,Lang,20.39485326,0.280238525,-0.99769078,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999541,NaN,NaN,-0.99769078,NaN,NaN,NaN,NaN,-0.99769078,,509.6236977,
ja512437u_si_002_clean,0.221701623,7.743791288,0.218596212,2.654369396,7.522089665,2.435773184,5.923155587,10,10,8.012195299,3.308869489,Lang,4.604769026,0.255332533,-0.999995041,Lang,8.114645283,7.820589454,-0.714900389,1.4,NaN,7.593049046,NaN,NaN,NaN,-0.999995041,Sips,[8.01585337 7.89313498 2.44324951],-0.99923816,NaN,NaN,NaN,NaN,-0.99923816,,1160.359526,
ja512437u_si_003_clean,0.215792153,7.735968863,0.217783887,2.635511385,7.52017671,2.417727498,5.959511734,10,10,8.15378711,3.288508265,Lang,4.585135613,0.253621076,-0.999997571,Lang,8.317418167,4.982992973,-0.837034294,1.4,NaN,7.588744826,NaN,NaN,NaN,-0.999997571,Sips,[8.15674578 5.91882933 2.34098827],-0.998135427,NaN,NaN,NaN,NaN,-0.998135427,,1173.749898,
ja512437u_si_004_clean,0.219727058,6.919470414,0.222200179,2.54954429,6.699743356,2.327344111,5.510248167,10,10,7.092235772,3.128783828,Lang,4.224102788,0.285650499,-0.999992187,Lang,10.36749709,0.216538103,-0.682809835,1.4,NaN,6.668307107,NaN,NaN,NaN,-0.999992187,Sips,[7.09676817 7.07034271 2.34495857],-0.999816683,NaN,NaN,NaN,NaN,-0.999816683,,1306.327077,
ja512762r_si_002_auto,0.05510035,13.71813055,0.057365723,1.362691993,13.6630302,1.30532627,20.4389269,10,10,15.25415086,2.424165539,Lang,21.85612039,0.012475223,-0.999996863,Lang,15.90276174,2.351820034,-0.936880847,6,NaN,14.54394742,NaN,NaN,NaN,-0.999996863,Quad,[7.70018983 0.         1.133068  ],-0.998401724,NaN,NaN,NaN,NaN,-0.998401724,,709.1786081,
ja512973b_si_002_auto,0.092283564,15.32028695,0.090004296,2.105760055,15.22800339,2.015755759,14.77130547,10,10,19.44179331,3.700941975,Lang,27.33196468,0.015661371,-0.999996684,Lang,21.55393378,0.920478087,-0.985686279,6,NaN,17.84744365,NaN,NaN,NaN,-0.999996684,Quad,[9.92588785 0.         0.47424025],-0.996535411,NaN,NaN,NaN,NaN,-0.996535411,,458.5799035,
ja512973b_si_003_auto,0.082508923,15.86041545,0.081538081,2.022988134,15.77790653,1.941450053,15.91776492,10,10,21.56710714,3.653463569,Lang,45.61774567,0.008706041,-0.999999211,Lang,24.82009428,0.662995262,-0.99138572,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999211,NaN,NaN,-0.99138572,NaN,NaN,NaN,NaN,-0.99138572,,403.6802734,
ja512973b_si_004_auto,0.070751392,15.42597206,0.070596606,1.816921534,15.35522067,1.746324928,17.23761716,10,10,25.14205561,3.423955357,Freu,0.336903375,1.007022699,-0.999997194,Lang,32.62778705,0.335866196,-0.996936336,NaN,NaN,NaN,NaN,NaN,NaN,-0.999997194,NaN,NaN,-0.996936336,NaN,NaN,NaN,NaN,-0.996936336,,298.5313762,
ja512973b_si_005_auto,0.077292874,13.97540277,0.078919844,1.969883631,13.8981099,1.890963787,14.40405014,10,10,22.57012038,3.59363525,Lang,60.72620078,0.006290017,-0.999998889,Lang,29.08588183,0.346396144,-0.996880627,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998889,NaN,NaN,-0.996880627,NaN,NaN,NaN,NaN,-0.996880627,,291.1485473,
ja5131269_si_002_clean,0.12460011,14.03600221,0.126284276,2.382725499,13.9114021,2.256441223,11.95997518,10,10,15.98198403,3.883411316,Lang,13.81156098,0.039115149,-0.999949135,Lang,16.83203526,1.880125409,-0.956898502,6,NaN,15.02861146,NaN,NaN,NaN,-0.999949135,Quad,[8.0779244  0.         0.92775242],-0.997425737,NaN,NaN,NaN,NaN,-0.997425737,,665.7284161,
ja5131269_si_003_clean,0.135807629,14.15542554,0.135100868,2.470815711,14.01961791,2.335714843,11.63170658,10,10,16.19926672,4.044103953,Lang,14.79937748,0.037601123,-0.999921549,Lang,17.09853749,1.801378125,-0.959970401,6,NaN,15.2384935,NaN,NaN,NaN,-0.999921549,Quad,[8.19074892 0.         0.89165874],-0.997560905,NaN,NaN,NaN,NaN,-0.997560905,,663.6267007,
ja5b00365_si_002_clean,0.084351007,18.41383497,0.084917671,2.155064101,18.32948396,2.07014643,17.34782038,10,10,23.62896652,3.853888593,Lang,38.4374207,0.011143759,-0.999999956,Lang,26.34703197,0.869330174,-0.986620164,15,NaN,25.39994167,NaN,NaN,NaN,-0.999999956,Quad,[12.85964543  0.          0.35356163],-0.995249574,NaN,NaN,NaN,NaN,-0.995249574,,452.555933,
ja5b02999_si_002_clean,0.05945748,2.64816285,0.059040484,1.475433676,2.58870537,1.416393192,3.644062859,10,10,6.70958854,2.666864256,Lang,34.11142965,0.008481193,-0.999999517,Lang,15.20247846,0.079002356,-0.999841387,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999517,NaN,NaN,-0.999841387,NaN,NaN,NaN,NaN,-0.999841387,,597.2670985,
ja5b02999_si_003_clean,0.061380264,2.591631518,0.060271089,1.439469551,2.530251254,1.379198462,3.65537244,10,10,6.156580226,2.549162098,Lang,21.217047,0.013655339,-0.999998016,Lang,12.33928593,0.099577498,-0.999806248,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998016,NaN,NaN,-0.999806248,NaN,NaN,NaN,NaN,-0.999806248,,775.1206103,
ja5b02999_si_004_clean,0.069694139,2.929615275,0.069748838,1.634912254,2.859921136,1.565163416,3.638119878,10,10,6.926709337,2.864283617,Lang,20.20253342,0.016520032,-0.999997358,Lang,13.77033674,0.101213998,-0.999803465,NaN,NaN,NaN,NaN,NaN,NaN,-0.999997358,NaN,NaN,-0.999803465,NaN,NaN,NaN,NaN,-0.999803465,,678.8704919,
ja5b02999_si_006_clean,0.068865692,7.486574807,0.067886351,1.612004202,7.417709115,1.544117851,9.429265444,10,10,16.14487292,2.910458047,Lang,36.10113585,0.008768827,-0.999994582,Lang,27.89688375,0.137379641,-0.999261663,NaN,NaN,NaN,NaN,NaN,NaN,-0.999994582,NaN,NaN,-0.999261663,NaN,NaN,NaN,NaN,-0.999261663,,591.0832754,
ja808995d_si_002_clean,0.295434771,6.709620039,0.297653731,2.062217661,6.414185268,1.76456393,6.605782772,10,10,8.30223392,3.002229304,Freu,0.759578021,0.596871297,-0.999987008,Lang,9.087990234,1.056591322,-0.990860681,NaN,NaN,NaN,NaN,NaN,NaN,-0.999987008,NaN,NaN,-0.990860681,NaN,NaN,NaN,NaN,-0.990860681,,751.7787366,
ja809985t_si_002_clean,0.07691627,20.99664382,0.07811852,1.989985262,20.91972755,1.911866742,21.42204286,10,10,27.49968166,3.705200645,Freu,0.381002758,0.987883566,-0.999999974,Lang,30.9966178,0.786392947,-0.988395901,15,NaN,29.79436426,NaN,NaN,NaN,-0.999999974,Quad,[15.10435336  0.          0.31970552],-0.994149443,NaN,NaN,NaN,NaN,-0.994149443,,406.2548913,
ja903726m_si_002_clean,0.067075708,12.83659457,0.06558763,1.57572478,12.76951886,1.51013715,16.53980263,10,10,13.71207856,2.766344644,Lang,20.10261453,0.015956977,-0.999999269,Lang,14.06140749,3.925262961,-0.86986311,1.4,NaN,12.18194453,NaN,NaN,NaN,-0.999999269,Quad,[ 6.82155202 -0.49496113  2.95665455],-0.997273466,NaN,NaN,NaN,NaN,-0.997273466,,820.3334321,
ja907023c_si_001_clean,0.117475239,6.292077656,0.115643291,2.765053767,6.174602417,2.649410476,4.620099791,10,10,10.10185559,4.72537107,Lang,24.76058116,0.023585331,-0.999999966,Lang,12.9602916,0.353405284,-0.997920885,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999966,NaN,NaN,-0.997920885,NaN,NaN,NaN,NaN,-0.997920885,,666.6890771,
ja907023c_si_002_clean,0.116482829,6.300523162,0.11566334,2.760116779,6.184040333,2.644453439,4.634576104,10,10,10.23928428,4.719135931,Lang,24.84866918,0.023443907,-0.999999991,Lang,13.25842386,0.339146141,-0.998052981,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999991,NaN,NaN,-0.998052981,NaN,NaN,NaN,NaN,-0.998052981,,660.7712448,
ja907023c_si_003_clean,0.120219402,6.351141067,0.120369767,2.856463216,6.230921665,2.736093449,4.514233154,10,10,10.31286294,4.834202822,Lang,23.04659282,0.026543545,-0.999999842,Lang,13.34511593,0.340105318,-0.998076131,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999842,NaN,NaN,-0.998076131,NaN,NaN,NaN,NaN,-0.998076131,,667.6173044,
ja907023c_si_004_clean,0.117177015,6.253589203,0.116755993,2.814741913,6.136412188,2.69798592,4.510779852,10,10,9.584359073,4.781670269,Lang,23.61947188,0.025383372,-0.999999409,Lang,11.89140153,0.415439196,-0.997234851,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999409,NaN,NaN,-0.997234851,NaN,NaN,NaN,NaN,-0.997234851,,665.8123384,
jacs.5b11079_ja5b11079_si_002_clean,0.169387992,13.69223272,0.168966328,2.898634686,13.52284473,2.729668358,9.590508841,10,10,15.09743646,4.818839039,Freu,0.75014421,0.807797679,-0.999884907,Lang,15.68374947,2.575003111,-0.931896775,6,NaN,14.43026974,NaN,NaN,NaN,-0.999884907,Quad,[7.61004541 0.         1.25454532],-0.998613881,NaN,NaN,NaN,NaN,-0.998613881,,599.1905638,
